"SITC","Year","ImportsPct"
"5","2013",0.0117108407848905
"1","2013",0.00124677637929485
"2","2013",0.00208827645903604
"3","2014",0.0199778812456089
"6","2014",0.0146145689849998
"0","2014",0.00558010854499773
"4","2014",0.000332073388815105
"9","2014",0.00514249130385038
"5","2014",0.011942299069861
"7","2014",0.0540034054644083
"1","2014",0.00124151675020554
"2","2014",0.0020987424299866
"8","2014",0.0200448769831715
"5","2015",0.0119856494823304
"6","2015",0.0135209457288513
"7","2015",0.0537489211990065
"0","2015",0.00546298668202433
"3","2015",0.0105810112579422
"4","2015",0.000314514324872759
"1","2015",0.00125391162741315
"2","2015",0.00174524460308484
"8","2015",0.0205047122125013
"9","2015",0.00516626480351064
"8","2016",0.0197520631434434
"3","2016",0.00829648952894667
"5","2016",0.0117048409868637
"6","2016",0.0125188460550226
"7","2016",0.05139660642886
"4","2016",0.000326531790767441
"1","2016",0.00129519311414399
"2","2016",0.00159485707091652
"0","2016",0.00538810472631403
"9","2016",0.00563429594558058
